loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti
20761, 36 months,6.3%,B,7 years,MORTGAGE,117508,Source Verified,Mar-2016,Fully Paid,credit_card,MI,32.512345965964364
11190, 36 months,16.6%,C,5 years,RENT,113767,Verified,Jan-2017,Charged Off,major_purchase,CA,34.94832286619739
22640, 36 months,16.2%,D,1 year,RENT,69619,Source Verified,Jan-2017,Current,small_business,MI,28.41561727608819
24760, 60 months,16.2%,A,5 years,RENT,42126,Source Verified,Sep-2017,Fully Paid,small_business,OH,13.604378743204604
10645, 36 months,17.1%,C,6 years,MORTGAGE,119131,Source Verified,Nov-2015,Charged Off,home_improvement,NY,17.073354153307776
34838, 36 months,18.5%,D,4 years,RENT,94926,Source Verified,May-2017,Fully Paid,medical,NC,27.18510364718248
24870, 36 months,21.1%,A,2 years,RENT,70633,Source Verified,Mar-2015,Current,debt_consolidation,PA,34.055406706495944
24968, 36 months,10.4%,D,3 years,RENT,107654,Source Verified,Aug-2015,Fully Paid,major_purchase,IL,18.664135121881028
14588, 36 months,21.5%,C,3 years,RENT,33317,Source Verified,Mar-2017,Current,vacation,GA,29.88567245865124
16829, 60 months,15.0%,F,5 years,MORTGAGE,74980,Not Verified,May-2017,Current,debt_consolidation,GA,34.252067677961506
13053, 60 months,6.5%,A,9 years,RENT,74115,Not Verified,Dec-2016,Fully Paid,car,NY,31.20419513168013
8330, 36 months,6.2%,B,< 1 year,MORTGAGE,91646,Source Verified,Apr-2015,Fully Paid,car,TX,11.814492403139809
24087, 36 months,11.7%,C,10+ years,MORTGAGE,73158,Source Verified,Mar-2015,Fully Paid,major_purchase,TX,5.240955916268688
13662, 36 months,20.7%,B,3 years,MORTGAGE,85963,Not Verified,Oct-2015,Current,medical,IL,19.762451161652454
29504, 36 months,19.2%,D,9 years,RENT,77631,Not Verified,Jul-2016,Fully Paid,credit_card,MI,20.940824950858005
12114, 60 months,20.8%,D,3 years,MORTGAGE,79316,Not Verified,Feb-2017,Fully Paid,car,OH,11.037510936535089
18323, 36 months,15.3%,A,9 years,OWN,135364,Source Verified,Jul-2017,Current,home_improvement,GA,13.540231758404529
6353, 60 months,13.8%,C,< 1 year,MORTGAGE,89342,Verified,May-2018,Fully Paid,credit_card,MI,27.954594825456407
15975, 60 months,7.9%,C,8 years,MORTGAGE,45504,Verified,Sep-2015,Charged Off,small_business,GA,19.11041776139401
16023, 36 months,11.6%,B,3 years,RENT,98593,Verified,Dec-2017,Fully Paid,car,GA,14.5206225080077
26447, 60 months,13.7%,F,6 years,RENT,56660,Verified,Mar-2018,Fully Paid,home_improvement,MI,23.678780820857583
29933, 60 months,6.8%,E,2 years,RENT,67196,Source Verified,Apr-2015,Current,small_business,NY,24.58279267928376
32595, 60 months,9.4%,D,9 years,OWN,95938,Verified,Jun-2018,Fully Paid,credit_card,TX,28.081873305224065
28959, 60 months,17.0%,D,2 years,RENT,38605,Not Verified,Jan-2016,Fully Paid,major_purchase,FL,9.701278872887574
5667, 36 months,19.7%,C,7 years,RENT,87388,Not Verified,Mar-2015,Current,small_business,CA,27.24551756980971
25852, 36 months,25.0%,F,7 years,OWN,111297,Verified,Aug-2017,Fully Paid,debt_consolidation,NY,22.982851763312556
34703, 60 months,23.7%,D,10+ years,RENT,85501,Not Verified,Nov-2018,Late (16-30 days),major_purchase,NC,6.727155959083913
14337, 36 months,17.9%,D,< 1 year,RENT,83309,Source Verified,Apr-2015,Late (16-30 days),major_purchase,OH,28.323368847602335
18659, 36 months,13.4%,E,9 years,OWN,57043,Verified,Aug-2018,Fully Paid,credit_card,OH,16.49240843999555
28203, 36 months,17.7%,B,1 year,RENT,63635,Verified,Mar-2018,Fully Paid,credit_card,CA,14.911428029889127
33761, 36 months,20.7%,E,7 years,RENT,109315,Source Verified,Sep-2016,Current,home_improvement,OH,18.442254547449032
8719, 36 months,7.4%,A,< 1 year,OWN,110691,Not Verified,Apr-2018,Fully Paid,home_improvement,MI,15.385252319183872
24129, 60 months,13.2%,B,7 years,OWN,136514,Source Verified,Sep-2015,Fully Paid,debt_consolidation,OH,15.148567766297273
12483, 36 months,21.8%,B,7 years,MORTGAGE,63132,Source Verified,Dec-2017,Current,major_purchase,FL,29.242330031018763
5539, 36 months,12.7%,G,1 year,OWN,119387,Not Verified,Dec-2016,Fully Paid,vacation,OH,8.735157630970768
32355, 36 months,16.4%,E,3 years,OWN,45366,Source Verified,Feb-2016,Current,medical,GA,34.118002035723755
9964, 36 months,16.8%,D,5 years,OWN,123944,Not Verified,Dec-2018,Fully Paid,debt_consolidation,NY,21.647949331230297
33712, 60 months,8.7%,D,10+ years,MORTGAGE,102107,Not Verified,May-2017,Fully Paid,debt_consolidation,MI,10.487719952639388
9835, 60 months,12.2%,C,8 years,MORTGAGE,92580,Source Verified,Apr-2015,Fully Paid,medical,TX,8.936464487950595
25159, 60 months,11.7%,F,7 years,MORTGAGE,145267,Not Verified,Dec-2015,Late (16-30 days),medical,OH,22.74528596404948
11042, 60 months,5.5%,C,7 years,MORTGAGE,87889,Source Verified,Sep-2017,Charged Off,medical,IL,23.98998331540784
19837, 36 months,5.5%,B,6 years,RENT,109553,Not Verified,Sep-2016,Current,credit_card,IL,6.590773130894323
28486, 60 months,21.6%,A,8 years,RENT,69236,Verified,Feb-2016,Fully Paid,debt_consolidation,IL,12.290057423863574
12312, 36 months,10.5%,D,1 year,RENT,34150,Not Verified,Sep-2017,Fully Paid,debt_consolidation,OH,28.86385763664402
10320, 36 months,15.4%,D,2 years,MORTGAGE,141369,Not Verified,Apr-2018,Fully Paid,small_business,NC,6.488738832305765
18216, 36 months,11.0%,B,9 years,MORTGAGE,49423,Source Verified,Jan-2016,Fully Paid,medical,GA,30.652659917181083
27516, 36 months,23.8%,A,7 years,MORTGAGE,34137,Not Verified,Jan-2015,Fully Paid,medical,PA,24.744874295790005
29275, 36 months,10.2%,E,5 years,RENT,59992,Verified,Sep-2017,Charged Off,home_improvement,OH,18.032697780896143
32084, 60 months,13.6%,A,9 years,MORTGAGE,140540,Verified,Aug-2015,Fully Paid,home_improvement,NC,15.392985469127476
7779, 60 months,22.5%,D,8 years,RENT,124438,Not Verified,May-2015,Late (31-120 days),major_purchase,PA,5.5774689154668184
22308, 60 months,21.8%,G,9 years,RENT,145140,Not Verified,Mar-2017,Fully Paid,home_improvement,CA,29.75644837255529
32532, 60 months,8.7%,B,3 years,RENT,74921,Verified,Jul-2015,Late (16-30 days),car,FL,9.281655619056142
6581, 36 months,21.1%,B,7 years,OWN,109369,Source Verified,Jun-2016,Fully Paid,major_purchase,GA,14.286259755862643
29098, 60 months,14.2%,D,9 years,OWN,96917,Verified,Feb-2018,Fully Paid,vacation,OH,22.073209410884115
24708, 36 months,14.7%,E,2 years,MORTGAGE,103690,Verified,Jan-2016,Fully Paid,medical,NY,12.379778002137627
17677, 60 months,7.7%,C,2 years,RENT,64235,Not Verified,Jan-2016,Fully Paid,small_business,MI,19.91421391256604
10713, 36 months,6.6%,F,7 years,OWN,108975,Not Verified,Oct-2015,Fully Paid,home_improvement,NY,29.28028486216107
28410, 36 months,19.6%,A,4 years,OWN,49122,Verified,Oct-2017,Fully Paid,small_business,NY,19.116138043708247
21639, 60 months,14.9%,C,2 years,RENT,53956,Source Verified,Dec-2018,Fully Paid,home_improvement,CA,33.46932032358788
9804, 36 months,13.7%,D,9 years,MORTGAGE,93879,Verified,Aug-2017,Current,home_improvement,MI,30.42501861129025
23222, 36 months,19.6%,E,10+ years,MORTGAGE,88560,Verified,Jul-2017,Charged Off,small_business,CA,14.991177060901826
15136, 60 months,20.3%,A,< 1 year,MORTGAGE,112800,Source Verified,Mar-2018,Current,debt_consolidation,PA,16.998863737518132
5009, 36 months,8.2%,E,2 years,MORTGAGE,140310,Verified,Feb-2016,Fully Paid,debt_consolidation,CA,17.699801810675815
24255, 60 months,17.2%,C,8 years,MORTGAGE,98685,Verified,Nov-2016,Charged Off,debt_consolidation,IL,23.785383587735442
30373, 60 months,7.7%,B,4 years,RENT,54660,Not Verified,Mar-2017,Fully Paid,car,FL,13.603871875656194
28793, 60 months,20.0%,A,9 years,MORTGAGE,136196,Source Verified,Jan-2018,Fully Paid,debt_consolidation,IL,34.07747416467526
28802, 36 months,18.1%,E,1 year,RENT,116064,Not Verified,Dec-2017,Fully Paid,home_improvement,OH,23.26052661810503
34548, 36 months,24.1%,A,6 years,RENT,144440,Not Verified,Apr-2016,Fully Paid,medical,PA,16.982049762234006
10124, 36 months,6.4%,B,1 year,RENT,31168,Source Verified,May-2016,Fully Paid,credit_card,NC,24.35029446474702
6015, 60 months,6.1%,B,3 years,MORTGAGE,75124,Source Verified,Jan-2018,Fully Paid,small_business,PA,16.862150315891228
31400, 36 months,10.6%,E,6 years,MORTGAGE,65897,Verified,Jan-2015,Fully Paid,medical,NC,29.533870429382567
34045, 60 months,10.2%,D,3 years,RENT,45032,Not Verified,Oct-2015,Charged Off,credit_card,FL,22.035228816551637
32712, 60 months,9.9%,D,6 years,MORTGAGE,82797,Source Verified,Jul-2017,Charged Off,medical,CA,6.25911510218201
7193, 36 months,23.1%,B,6 years,MORTGAGE,65294,Not Verified,Apr-2017,Late (16-30 days),car,CA,10.302706022703823
13415, 60 months,10.0%,C,< 1 year,RENT,73827,Not Verified,Dec-2016,Current,credit_card,MI,30.94981919088604
18550, 36 months,10.4%,C,5 years,RENT,33516,Source Verified,Dec-2017,Fully Paid,vacation,OH,21.886994790703696
19512, 36 months,20.2%,E,8 years,MORTGAGE,49751,Verified,Aug-2015,Current,major_purchase,NY,33.51030429541715
34524, 36 months,14.0%,F,1 year,RENT,60373,Not Verified,Aug-2017,Current,debt_consolidation,TX,7.1726693858205435
28833, 36 months,20.5%,A,2 years,MORTGAGE,60270,Source Verified,Nov-2016,Fully Paid,vacation,PA,13.857818902579218
9158, 36 months,6.3%,D,9 years,RENT,40386,Verified,Oct-2015,Fully Paid,car,PA,10.806301197187178
34912, 60 months,14.8%,A,4 years,OWN,131859,Not Verified,Nov-2018,Late (16-30 days),medical,OH,21.615208766862086
25309, 60 months,5.7%,C,8 years,MORTGAGE,94817,Source Verified,Sep-2018,Fully Paid,home_improvement,IL,16.48378493239728
11970, 60 months,6.3%,B,3 years,MORTGAGE,95184,Not Verified,Dec-2015,Late (31-120 days),debt_consolidation,GA,9.718206022291795
11938, 36 months,23.1%,B,< 1 year,MORTGAGE,144316,Source Verified,Jan-2017,Fully Paid,vacation,OH,24.282557418786407
26168, 36 months,7.8%,B,3 years,MORTGAGE,109693,Source Verified,Dec-2016,Fully Paid,debt_consolidation,TX,21.088950973915594
18772, 36 months,15.6%,C,5 years,MORTGAGE,67879,Not Verified,May-2016,Fully Paid,credit_card,CA,13.24208753888903
25384, 60 months,13.2%,B,4 years,MORTGAGE,135056,Not Verified,Feb-2017,Fully Paid,major_purchase,NC,19.393140733471334
23017, 36 months,11.9%,D,< 1 year,RENT,79597,Source Verified,Jun-2017,Current,debt_consolidation,IL,27.372149451235686
15344, 60 months,23.0%,B,3 years,OWN,69132,Verified,Jan-2016,Late (16-30 days),medical,IL,11.158150236519756
12266, 60 months,5.4%,A,5 years,RENT,33626,Not Verified,Aug-2018,Fully Paid,medical,MI,13.787172401051873
13702, 36 months,18.3%,D,9 years,MORTGAGE,115936,Source Verified,May-2016,Fully Paid,small_business,FL,15.383329612823454
5384, 36 months,24.3%,B,9 years,RENT,132179,Source Verified,Dec-2017,Current,small_business,TX,27.401793116030948
5404, 60 months,16.2%,B,3 years,OWN,133801,Verified,Oct-2016,Charged Off,debt_consolidation,IL,30.407677986527208
13175, 36 months,23.7%,D,8 years,RENT,111515,Verified,Apr-2017,Fully Paid,credit_card,TX,16.291654893248328
20158, 60 months,6.0%,B,4 years,MORTGAGE,107065,Verified,Jul-2016,Fully Paid,credit_card,OH,13.898625855017547
34189, 36 months,13.4%,A,7 years,MORTGAGE,85390,Not Verified,Sep-2016,Current,home_improvement,NC,31.683402750550314
17763, 36 months,10.2%,B,8 years,RENT,46645,Source Verified,Oct-2018,Current,car,NC,34.98094796578036
23384, 60 months,19.6%,F,9 years,MORTGAGE,121960,Source Verified,Jul-2018,Fully Paid,car,PA,25.11060918985397
32332, 36 months,24.6%,C,4 years,RENT,84144,Source Verified,May-2017,Fully Paid,vacation,CA,34.69941844967542
14860, 60 months,10.1%,D,5 years,OWN,43382,Verified,Mar-2016,Late (16-30 days),car,PA,24.7989883340573
10989, 36 months,18.1%,C,< 1 year,MORTGAGE,34025,Source Verified,Nov-2017,Charged Off,major_purchase,IL,27.003808160234748
20106, 60 months,9.0%,A,10+ years,RENT,73226,Not Verified,May-2018,Fully Paid,credit_card,FL,16.65968004630541
22844, 60 months,16.3%,B,6 years,MORTGAGE,109380,Verified,May-2018,Fully Paid,home_improvement,PA,17.989026409971604
28574, 36 months,14.3%,D,3 years,RENT,148910,Verified,Dec-2018,Current,small_business,PA,9.324069919681854
28524, 60 months,24.4%,A,10+ years,RENT,99711,Verified,Sep-2017,Fully Paid,medical,PA,29.682500442953696
8636, 36 months,17.2%,B,1 year,MORTGAGE,126055,Verified,Oct-2015,Fully Paid,car,TX,32.931770926616004
